decision_step	day_zero_based	hour_zero_based	player	farmer	hands	market
649	27	1	DSM	"[""HARVEST""]"	"[[""WEST""], [""PICKUP"", ""WHEAT"", 3], [""HARVEST""], [""PICKUP"", ""WHEAT"", 2], [""NORTH""], [""PICKUP"", ""WHEAT"", 2], [""WEST""], [""NORTH""]]"	"[[""SELL"", ""MILK"", 6], [""HIRE""], [""HIRE""], [""HIRE""]]"
650	27	2	Majkel1337	"[""SOUTH""]"	"[[""COLLECT_FERTILIZER""], [""PLACE"", ""WOOL"", 4], [""FEED""], [""NORTH""], [""WEST""], [""NORTH""], [""HARVEST""], [""EAST""], [""COLLECT_FERTILIZER""], [""CARE""], [""CARE""]]"	"[[""SELL"", ""CARROT"", 1]]"
650	27	2	DSM	"[""SOUTH""]"	"[[""COLLECT_FERTILIZER""], [""FEED""], [""PLACE"", ""WOOL"", 4], [""NORTH""], [""WEST""], [""NORTH""], [""HARVEST""], [""EAST""], [""COLLECT_FERTILIZER""], [""CARE""], [""CARE""]]"	"[[""SELL"", ""FERTILIZER"", 2]]"
651	27	3	Majkel1337	"[""PLACE"", ""WOOL"", 6]"	"[[""WEST""], [""PICKUP"", ""WHEAT"", 2], [""WEST""], [""EAST""], [""WATER""], [""NORTH""], [""WEST""], [""CARE""], [""WEST""], [""NORTH""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""WOOL"", 2]]"
651	27	3	DSM	"[""PLACE"", ""WOOL"", 6]"	"[[""WEST""], [""CARE""], [""COLLECT_FERTILIZER""], [""EAST""], [""WATER""], [""NORTH""], [""EAST""], [""CARE""], [""WEST""], [""NORTH""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""WOOL"", 1]]"
652	27	4	Majkel1337	"[""PICKUP"", ""WHEAT"", 2]"	"[[""WEST""], [""FEED""], [""FEED""], [""FEED""], [""HARVEST""], [""FEED""], [""WATER""], [""COLLECT_FERTILIZER""], [""WEST""], [""COLLECT_FERTILIZER""], [""SOUTH""]]"	"[[""SELL"", ""WOOL"", 1]]"
652	27	4	DSM	"[""PICKUP"", ""WHEAT"", 2]"	"[[""WEST""], [""COLLECT_FERTILIZER""], [""SOUTH""], [""FEED""], [""HARVEST""], [""FEED""], [""PLACE"", ""MILK"", 3], [""COLLECT_FERTILIZER""], [""WEST""], [""COLLECT_FERTILIZER""], [""WEST""]]"	"[[""SELL"", ""WOOL"", 1]]"
653	27	5	Majkel1337	"[""FEED""]"	"[[""FERTILIZE""], [""CARE""], [""CARE""], [""EAST""], [""PLANT"", ""CARROT""], [""CARE""], [""HARVEST""], [""NORTH""], [""WEST""], [""NORTH""], [""SOUTH""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
653	27	5	DSM	"[""FEED""]"	"[[""FERTILIZE""], [""NORTH""], [""SOUTH""], [""EAST""], [""PLANT"", ""CARROT""], [""CARE""], [""SOUTH""], [""NORTH""], [""WEST""], [""NORTH""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""MILK"", 2], [""SELL"", ""WOOL"", 1]]"
654	27	6	Majkel1337	"[""NORTH""]"	"[[""WATER""], [""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""FEED""], [""WATER""], [""COLLECT_FERTILIZER""], [""PLANT"", ""WHEAT""], [""EAST""], [""SOUTH""], [""NORTH""], [""FERTILIZE""]]"	[]
654	27	6	DSM	"[""NORTH""]"	"[[""WATER""], [""FEED""], [""FERTILIZE""], [""FEED""], [""WATER""], [""COLLECT_FERTILIZER""], [""WEST""], [""EAST""], [""SOUTH""], [""WEST""], [""SOUTH""]]"	[]
655	27	7	Majkel1337	"[""NORTH""]"	"[[""NORTH""], [""NORTH""], [""SOUTH""], [""CARE""], [""NORTH""], [""EAST""], [""WATER""], [""EAST""], [""SOUTH""], [""WEST""], [""WATER""]]"	[]
655	27	7	DSM	"[""NORTH""]"	"[[""WEST""], [""CARE""], [""WATER""], [""CARE""], [""NORTH""], [""NORTH""], [""HARVEST""], [""FERTILIZE""], [""FERTILIZE""], [""WEST""], [""SOUTH""]]"	[]
656	27	8	Majkel1337	"[""FEED""]"	"[[""WATER""], [""FEED""], [""FERTILIZE""], [""COLLECT_FERTILIZER""], [""WEST""], [""FEED""], [""SOUTH""], [""FERTILIZE""], [""FERTILIZE""], [""WEST""], [""SOUTH""]]"	[]
656	27	8	DSM	"[""FEED""]"	"[[""WATER""], [""COLLECT_FERTILIZER""], [""SOUTH""], [""COLLECT_FERTILIZER""], [""NORTH""], [""FERTILIZE""], [""DIG""], [""WATER""], [""WATER""], [""FERTILIZE""], [""FERTILIZE""]]"	[]
657	27	9	Majkel1337	"[""CARE""]"	"[[""HARVEST""], [""CARE""], [""WATER""], [""NORTH""], [""WATER""], [""CARE""], [""WATER""], [""WATER""], [""WATER""], [""FERTILIZE""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
657	27	9	DSM	"[""CARE""]"	"[[""HARVEST""], [""EAST""], [""WEST""], [""NORTH""], [""NORTH""], [""WATER""], [""PLANT"", ""WHEAT""], [""NORTH""], [""WEST""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""MILK"", 2], [""SELL"", ""WOOL"", 1]]"
658	27	10	Majkel1337	"[""COLLECT_FERTILIZER""]"	"[[""WEST""], [""COLLECT_FERTILIZER""], [""SOUTH""], [""EAST""], [""HARVEST""], [""COLLECT_FERTILIZER""], [""HARVEST""], [""WEST""], [""HARVEST""], [""WATER""], [""HARVEST""]]"	[]
658	27	10	DSM	"[""COLLECT_FERTILIZER""]"	"[[""NORTH""], [""FEED""], [""WATER""], [""EAST""], [""WATER""], [""NORTH""], [""WATER""], [""WATER""], [""SOUTH""], [""HARVEST""], [""WEST""]]"	[]
659	27	11	Majkel1337	"[""NORTH""]"	"[[""WATER""], [""NORTH""], [""WATER""], [""EAST""], [""PLANT"", ""CARROT""], [""NORTH""], [""NORTH""], [""WATER""], [""PLANT"", ""CARROT""], [""WEST""], [""WEST""]]"	"[[""SELL"", ""WHEAT"", 10]]"
659	27	11	DSM	"[""NORTH""]"	"[[""EAST""], [""CARE""], [""SOUTH""], [""FERTILIZE""], [""HARVEST""], [""WATER""], [""NORTH""], [""HARVEST""], [""WATER""], [""WEST""], [""PLANT"", ""WHEAT""]]"	[]
660	27	12	Majkel1337	"[""NORTH""]"	"[[""HARVEST""], [""NORTH""], [""WEST""], [""FERTILIZE""], [""WATER""], [""FERTILIZE""], [""EAST""], [""HARVEST""], [""WATER""], [""HARVEST""], [""WEST""]]"	"[[""SELL"", ""TOMATO"", 16]]"
660	27	12	DSM	"[""NORTH""]"	"[[""WATER""], [""COLLECT_FERTILIZER""], [""WATER""], [""WATER""], [""EAST""], [""HARVEST""], [""WEST""], [""PLANT"", ""WHEAT""], [""SOUTH""], [""WATER""], [""WATER""]]"	[]
661	27	13	Majkel1337	"[""WATER""]"	"[[""PLANT"", ""CARROT""], [""FERTILIZE""], [""WATER""], [""WATER""], [""NORTH""], [""WATER""], [""EAST""], [""PLANT"", ""WHEAT""], [""WEST""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
661	27	13	DSM	"[""WEST""]"	"[[""HARVEST""], [""NORTH""], [""WEST""], [""NORTH""], [""WATER""], [""PLANT"", ""WHEAT""], [""DIG""], [""WATER""], [""WATER""], [""NORTH""], [""WEST""]]"	[]
662	27	14	Majkel1337	"[""HARVEST""]"	"[[""WATER""], [""WATER""], [""WEST""], [""NORTH""], [""NORTH""], [""NORTH""], [""DROP""], [""WATER""], [""WATER""], [""NORTH""], [""HARVEST""]]"	[]
662	27	14	DSM	"[""WEST""]"	"[[""PLANT"", ""WHEAT""], [""NORTH""], [""WEST""], [""WATER""], [""HARVEST""], [""WATER""], [""PLANT"", ""WHEAT""], [""WEST""], [""HARVEST""], [""HARVEST""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 13]]"
663	27	15	Majkel1337	"[""DIG""]"	"[[""SOUTH""], [""EAST""], [""WATER""], [""WATER""], [""WATER""], [""EAST""], [""HARVEST""], [""NORTH""], [""HARVEST""], [""WATER""], [""PLANT"", ""CARROT""]]"	[]
663	27	15	DSM	"[""WEST""]"	"[[""WATER""], [""FERTILIZE""], [""WATER""], [""HARVEST""], [""PLANT"", ""WHEAT""], [""EAST""], [""WATER""], [""WATER""], [""PLANT"", ""WHEAT""], [""WATER""], [""HARVEST""]]"	[]
664	27	16	Majkel1337	"[""PLANT"", ""CARROT""]"	"[[""WATER""], [""EAST""], [""HARVEST""], [""NORTH""], [""HARVEST""], [""EAST""], [""DROP""], [""WATER""], [""SOUTH""], [""WEST""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 5]]"
664	27	16	DSM	"[""WEST""]"	"[[""SOUTH""], [""WATER""], [""HARVEST""], [""NORTH""], [""WATER""], [""WATER""], [""WEST""], [""HARVEST""], [""WATER""], [""NORTH""], [""PLANT"", ""WHEAT""]]"	[]
665	27	17	Majkel1337	"[""WATER""]"	"[[""EAST""], [""WATER""], [""PLANT"", ""CARROT""], [""WATER""], [""PLANT"", ""CARROT""], [""FERTILIZE""], [""NORTH""], [""HARVEST""], [""WATER""], [""WATER""], [""SOUTH""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
665	27	17	DSM	"[""FERTILIZE""]"	"[[""EAST""], [""EAST""], [""PLANT"", ""WHEAT""], [""WATER""], [""SOUTH""], [""HARVEST""], [""WEST""], [""PLANT"", ""WHEAT""], [""SOUTH""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 1]]"
666	27	18	Majkel1337	"[""WEST""]"	"[[""EAST""], [""SOUTH""], [""WATER""], [""HARVEST""], [""WATER""], [""WATER""], [""WEST""], [""PLANT"", ""WHEAT""], [""HARVEST""], [""HARVEST""], [""WATER""]]"	[]
666	27	18	DSM	"[""WATER""]"	"[[""EAST""], [""NORTH""], [""WATER""], [""HARVEST""], [""SOUTH""], [""PLANT"", ""WHEAT""], [""WATER""], [""WATER""], [""WATER""], [""HARVEST""], [""SOUTH""]]"	[]
667	27	19	Majkel1337	"[""WEST""]"	"[[""EAST""], [""EAST""], [""SOUTH""], [""PLANT"", ""WHEAT""], [""EAST""], [""HARVEST""], [""WEST""], [""WATER""], [""SOUTH""], [""SOUTH""], [""HARVEST""]]"	[]
667	27	19	DSM	"[""HARVEST""]"	"[[""EAST""], [""FERTILIZE""], [""WEST""], [""PLANT"", ""WHEAT""], [""SOUTH""], [""WATER""], [""NORTH""], [""SOUTH""], [""HARVEST""], [""EAST""], [""HARVEST""]]"	[]
668	27	20	Majkel1337	"[""WEST""]"	"[[""EAST""], [""WATER""], [""WEST""], [""WATER""], [""WATER""], [""WEST""], [""COLLECT_FERTILIZER""], [""EAST""], [""WATER""], [""SOUTH""], [""WEST""]]"	[]
668	27	20	DSM	"[""SOUTH""]"	"[[""DROP""], [""WATER""], [""WATER""], [""WATER""], [""SOUTH""], [""EAST""], [""NORTH""], [""SOUTH""], [""PLANT"", ""WHEAT""], [""WATER""], [""EAST""]]"	[]
669	27	21	Majkel1337	"[""WEST""]"	"[[""DROP""], [""NORTH""], [""SOUTH""], [""NORTH""], [""HARVEST""], [""WEST""], [""SOUTH""], [""HARVEST""], [""SOUTH""], [""EAST""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 3]]"
669	27	21	DSM	"[""SOUTH""]"	"[[""WEST""], [""EAST""], [""HARVEST""], [""EAST""], [""DROP""], [""EAST""], [""NORTH""], [""WEST""], [""WATER""], [""HARVEST""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 2]]"
670	27	22	Majkel1337	"[""FERTILIZE""]"	"[[""NORTH""], [""NORTH""], [""WATER""], [""WATER""], [""EAST""], [""WEST""], [""SOUTH""], [""NORTH""], [""WATER""], [""WATER""], [""EAST""]]"	"[[""SELL"", ""TOMATO"", 4], [""SELL"", ""CARROT"", 4]]"
670	27	22	DSM	"[""WATER""]"	"[[""WEST""], [""WATER""], [""EAST""], [""WATER""], [""WEST""], [""WATER""], [""WATER""], [""DROP""], [""EAST""], [""SOUTH""], [""WEST""]]"	"[[""SELL"", ""CARROT"", 13], [""SELL"", ""WHEAT"", 13], [""SELL"", ""TOMATO"", 4]]"
671	27	23	Majkel1337	"[""SOUTH""]"	"[[""EAST""], [""WEST""], [""EAST""], [""SOUTH""], [""EAST""], [""WATER""], [""FERTILIZE""], [""NORTH""], [""EAST""], [""HARVEST""], [""EAST""]]"	"[[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]]"
671	27	23	DSM	"[""NORTH""]"	"[[""COLLECT_FERTILIZER""], [""EAST""], [""EAST""], [""HARVEST""], [""WEST""], [""HARVEST""], [""NORTH""], [""PASS""], [""WATER""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 10], [""SELL"", ""CARROT"", 2]]"
672	28	0	Majkel1337	"[""HARVEST""]"	[]	"[[""SELL"", ""WHEAT"", 18], [""SELL"", ""CARROT"", 13], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
672	28	0	DSM	"[""HARVEST""]"	[]	"[[""SELL"", ""TOMATO"", 13], [""SELL"", ""CARROT"", 13], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
673	28	1	Majkel1337	"[""PLACE"", ""MILK"", 3]"	"[[""COLLECT_FERTILIZER""], [""PICKUP"", ""WHEAT"", 2], [""NORTH""], [""WEST""], [""NORTH""], [""SOUTH""], [""NORTH""], [""WEST""]]"	"[[""SELL"", ""WHEAT"", 15], [""SELL"", ""FERTILIZER"", 1], [""SELL"", ""WOOL"", 1], [""HIRE""], [""HIRE""]]"
673	28	1	DSM	"[""PLACE"", ""MILK"", 3]"	"[[""HARVEST""], [""PICKUP"", ""WHEAT"", 2], [""NORTH""], [""COLLECT_FERTILIZER""], [""NORTH""], [""WEST""], [""NORTH""], [""WEST""]]"	"[[""SELL"", ""WOOL"", 1], [""HIRE""], [""HIRE""]]"
674	28	2	Majkel1337	"[""COLLECT_FERTILIZER""]"	"[[""NORTH""], [""FEED""], [""EAST""], [""WEST""], [""HARVEST""], [""WEST""], [""NORTH""], [""WEST""], [""NORTH""], [""WEST""]]"	[]
674	28	2	DSM	"[""NORTH""]"	"[[""PLACE"", ""WOOL"", 4], [""FEED""], [""EAST""], [""NORTH""], [""HARVEST""], [""WEST""], [""NORTH""], [""WEST""], [""NORTH""], [""CARE""]]"	"[[""SELL"", ""WHEAT"", 10], [""SELL"", ""FERTILIZER"", 2]]"
675	28	3	Majkel1337	"[""NORTH""]"	"[[""COLLECT_FERTILIZER""], [""CARE""], [""COLLECT_FERTILIZER""], [""WEST""], [""SOUTH""], [""WATER""], [""NORTH""], [""WEST""], [""EAST""], [""WEST""]]"	[]
675	28	3	DSM	"[""NORTH""]"	"[[""COLLECT_FERTILIZER""], [""WEST""], [""COLLECT_FERTILIZER""], [""NORTH""], [""SOUTH""], [""WEST""], [""EAST""], [""WEST""], [""EAST""], [""COLLECT_FERTILIZER""]]"	[]
676	28	4	Majkel1337	"[""WEST""]"	"[[""NORTH""], [""COLLECT_FERTILIZER""], [""HARVEST""], [""WATER""], [""PLACE"", ""MILK"", 3], [""HARVEST""], [""NORTH""], [""WATER""], [""EAST""], [""SOUTH""]]"	[]
676	28	4	DSM	"[""COLLECT_FERTILIZER""]"	"[[""PLACE"", ""FERTILIZER"", 1], [""FEED""], [""HARVEST""], [""WEST""], [""PLACE"", ""MILK"", 3], [""WATER""], [""EAST""], [""WATER""], [""EAST""], [""SOUTH""]]"	[]
677	28	5	Majkel1337	"[""WEST""]"	"[[""NORTH""], [""WEST""], [""WEST""], [""HARVEST""], [""NORTH""], [""SOUTH""], [""EAST""], [""HARVEST""], [""COLLECT_FERTILIZER""], [""SOUTH""]]"	"[[""SELL"", ""STRAWBERRY"", 1], [""SELL"", ""WOOL"", 1]]"
677	28	5	DSM	"[""HARVEST""]"	"[[""NORTH""], [""CARE""], [""WEST""], [""FERTILIZE""], [""NORTH""], [""HARVEST""], [""WATER""], [""HARVEST""], [""COLLECT_FERTILIZER""], [""FERTILIZE""]]"	"[[""SELL"", ""MILK"", 6], [""SELL"", ""WOOL"", 1]]"
678	28	6	Majkel1337	"[""FERTILIZE""]"	"[[""NORTH""], [""FEED""], [""PLACE"", ""WOOL"", 4], [""WEST""], [""NORTH""], [""WATER""], [""WATER""], [""WEST""], [""HARVEST""], [""SOUTH""]]"	[]
678	28	6	DSM	"[""NORTH""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""PLACE"", ""WOOL"", 4], [""WATER""], [""NORTH""], [""WEST""], [""HARVEST""], [""WEST""], [""HARVEST""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 10]]"
679	28	7	Majkel1337	"[""WATER""]"	"[[""EAST""], [""CARE""], [""NORTH""], [""WATER""], [""COLLECT_FERTILIZER""], [""HARVEST""], [""HARVEST""], [""WATER""], [""EAST""], [""WATER""]]"	[]
679	28	7	DSM	"[""WATER""]"	"[[""NORTH""], [""SOUTH""], [""NORTH""], [""WEST""], [""HARVEST""], [""WATER""], [""EAST""], [""WATER""], [""EAST""], [""SOUTH""]]"	[]
680	28	8	Majkel1337	"[""NORTH""]"	"[[""FERTILIZE""], [""COLLECT_FERTILIZER""], [""NORTH""], [""HARVEST""], [""HARVEST""], [""EAST""], [""WEST""], [""HARVEST""], [""FERTILIZE""], [""HARVEST""]]"	[]
680	28	8	DSM	"[""WEST""]"	"[[""NORTH""], [""WEST""], [""WEST""], [""WATER""], [""COLLECT_FERTILIZER""], [""HARVEST""], [""WATER""], [""HARVEST""], [""FERTILIZE""], [""WATER""]]"	[]
681	28	9	Majkel1337	"[""NORTH""]"	"[[""EAST""], [""WEST""], [""WEST""], [""SOUTH""], [""EAST""], [""WATER""], [""WATER""], [""NORTH""], [""WATER""], [""SOUTH""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
681	28	9	DSM	"[""WEST""]"	"[[""EAST""], [""FERTILIZE""], [""WEST""], [""HARVEST""], [""SOUTH""], [""SOUTH""], [""HARVEST""], [""NORTH""], [""WATER""], [""HARVEST""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 1]]"
682	28	10	Majkel1337	"[""WATER""]"	"[[""FERTILIZE""], [""WEST""], [""WEST""], [""SOUTH""], [""COLLECT_FERTILIZER""], [""HARVEST""], [""HARVEST""], [""EAST""], [""EAST""], [""SOUTH""]]"	[]
682	28	10	DSM	"[""WEST""]"	"[[""EAST""], [""WATER""], [""WEST""], [""WEST""], [""SOUTH""], [""WATER""], [""SOUTH""], [""WATER""], [""EAST""], [""SOUTH""]]"	[]
683	28	11	Majkel1337	"[""HARVEST""]"	"[[""WATER""], [""FERTILIZE""], [""FERTILIZE""], [""WATER""], [""HARVEST""], [""NORTH""], [""SOUTH""], [""WATER""], [""WATER""], [""WEST""]]"	[]
683	28	11	DSM	"[""FERTILIZE""]"	"[[""FERTILIZE""], [""WEST""], [""FERTILIZE""], [""WATER""], [""DROP""], [""HARVEST""], [""WEST""], [""HARVEST""], [""WATER""], [""WATER""]]"	[]
684	28	12	Majkel1337	"[""WEST""]"	"[[""EAST""], [""WATER""], [""WATER""], [""HARVEST""], [""NORTH""], [""NORTH""], [""SOUTH""], [""HARVEST""], [""NORTH""], [""WATER""]]"	[]
684	28	12	DSM	"[""WATER""]"	"[[""WATER""], [""WATER""], [""WATER""], [""HARVEST""], [""NORTH""], [""NORTH""], [""WEST""], [""SOUTH""], [""HARVEST""], [""WEST""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""MILK"", 1]]"
685	28	13	Majkel1337	"[""WATER""]"	"[[""WATER""], [""WEST""], [""NORTH""], [""SOUTH""], [""EAST""], [""DROP""], [""SOUTH""], [""NORTH""], [""WATER""], [""HARVEST""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
685	28	13	DSM	"[""HARVEST""]"	"[[""NORTH""], [""SOUTH""], [""NORTH""], [""WEST""], [""EAST""], [""EAST""], [""WEST""], [""EAST""], [""NORTH""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""MILK"", 1]]"
686	28	14	Majkel1337	"[""HARVEST""]"	"[[""HARVEST""], [""FERTILIZE""], [""WATER""], [""WATER""], [""FERTILIZE""], [""SOUTH""], [""DROP""], [""WEST""], [""HARVEST""], [""EAST""]]"	"[[""SELL"", ""WHEAT"", 8]]"
686	28	14	DSM	"[""NORTH""]"	"[[""WATER""], [""EAST""], [""NORTH""], [""WATER""], [""COLLECT_FERTILIZER""], [""EAST""], [""DROP""], [""EAST""], [""WATER""], [""HARVEST""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""MILK"", 1]]"
687	28	15	Majkel1337	"[""NORTH""]"	"[[""EAST""], [""WATER""], [""EAST""], [""HARVEST""], [""WATER""], [""WEST""], [""NORTH""], [""WATER""], [""NORTH""], [""EAST""]]"	"[[""SELL"", ""WHEAT"", 10]]"
687	28	15	DSM	"[""WATER""]"	"[[""HARVEST""], [""SOUTH""], [""WATER""], [""HARVEST""], [""HARVEST""], [""EAST""], [""NORTH""], [""EAST""], [""HARVEST""], [""SOUTH""]]"	"[[""SELL"", ""WHEAT"", 13], [""SELL"", ""FERTILIZER"", 2]]"
688	28	16	Majkel1337	"[""WATER""]"	"[[""WATER""], [""SOUTH""], [""WATER""], [""SOUTH""], [""NORTH""], [""WEST""], [""NORTH""], [""HARVEST""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""CARROT"", 4]]"
688	28	16	DSM	"[""HARVEST""]"	"[[""EAST""], [""WATER""], [""HARVEST""], [""NORTH""], [""SOUTH""], [""EAST""], [""NORTH""], [""EAST""], [""NORTH""], [""WATER""]]"	[]
689	28	17	Majkel1337	"[""HARVEST""]"	"[[""HARVEST""], [""EAST""], [""NORTH""], [""WATER""], [""WEST""], [""WATER""], [""WEST""], [""NORTH""], [""SOUTH""], [""HARVEST""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
689	28	17	DSM	"[""WEST""]"	"[[""WATER""], [""HARVEST""], [""EAST""], [""WATER""], [""WEST""], [""DROP""], [""NORTH""], [""DROP""], [""WATER""], [""HARVEST""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 2]]"
690	28	18	Majkel1337	"[""WEST""]"	"[[""SOUTH""], [""WATER""], [""WATER""], [""HARVEST""], [""WATER""], [""HARVEST""], [""COLLECT_FERTILIZER""], [""WATER""], [""WEST""], [""NORTH""]]"	[]
690	28	18	DSM	"[""WATER""]"	"[[""HARVEST""], [""NORTH""], [""WATER""], [""HARVEST""], [""DROP""], [""SOUTH""], [""WATER""], [""NORTH""], [""HARVEST""], [""WEST""]]"	"[[""SELL"", ""WHEAT"", 13]]"
691	28	19	Majkel1337	"[""WATER""]"	"[[""WEST""], [""SOUTH""], [""WEST""], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""HARVEST""], [""HARVEST""], [""WATER""], [""WATER""]]"	[]
691	28	19	DSM	"[""HARVEST""]"	"[[""EAST""], [""EAST""], [""EAST""], [""SOUTH""], [""NORTH""], [""SOUTH""], [""HARVEST""], [""WEST""], [""WEST""], [""WATER""]]"	[]
692	28	20	Majkel1337	"[""HARVEST""]"	"[[""WATER""], [""WATER""], [""WEST""], [""WATER""], [""EAST""], [""SOUTH""], [""WEST""], [""SOUTH""], [""NORTH""], [""HARVEST""]]"	[]
692	28	20	DSM	"[""EAST""]"	"[[""WATER""], [""WATER""], [""EAST""], [""SOUTH""], [""NORTH""], [""WEST""], [""EAST""], [""WATER""], [""WATER""], [""HARVEST""]]"	[]
693	28	21	Majkel1337	"[""EAST""]"	"[[""HARVEST""], [""SOUTH""], [""WATER""], [""HARVEST""], [""EAST""], [""EAST""], [""WEST""], [""SOUTH""], [""HARVEST""], [""EAST""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 1]]"
693	28	21	DSM	"[""EAST""]"	"[[""HARVEST""], [""HARVEST""], [""EAST""], [""EAST""], [""NORTH""], [""HARVEST""], [""WATER""], [""NORTH""], [""HARVEST""], [""WEST""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 2]]"
694	28	22	Majkel1337	"[""SOUTH""]"	"[[""EAST""], [""EAST""], [""SOUTH""], [""NORTH""], [""EAST""], [""EAST""], [""WATER""], [""WATER""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""TOMATO"", 16], [""SELL"", ""MILK"", 5]]"
694	28	22	DSM	"[""EAST""]"	"[[""SOUTH""], [""WEST""], [""HARVEST""], [""WATER""], [""NORTH""], [""WEST""], [""HARVEST""], [""NORTH""], [""NORTH""], [""WATER""]]"	"[[""SELL"", ""TOMATO"", 5], [""SELL"", ""CARROT"", 7], [""SELL"", ""FERTILIZER"", 1]]"
695	28	23	Majkel1337	"[""SOUTH""]"	"[[""WATER""], [""WATER""], [""SOUTH""], [""EAST""], [""WATER""], [""HARVEST""], [""PASS""], [""EAST""], [""WEST""], [""HARVEST""]]"	"[[""SELL"", ""MILK"", 3]]"
695	28	23	DSM	"[""EAST""]"	"[[""WEST""], [""WATER""], [""EAST""], [""PASS""], [""WATER""], [""WATER""], [""EAST""], [""NORTH""], [""WATER""], [""NORTH""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 1]]"
696	29	0	Majkel1337	"[""NORTH""]"	[]	"[[""SELL"", ""CARROT"", 31], [""SELL"", ""WHEAT"", 2], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
696	29	0	DSM	"[""NORTH""]"	[]	"[[""SELL"", ""WHEAT"", 16], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
697	29	1	Majkel1337	"[""NORTH""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""NORTH""], [""NORTH""], [""NORTH""], [""WEST""], [""SOUTH""]]"	"[[""SELL"", ""FERTILIZER"", 2], [""SELL"", ""WOOL"", 1], [""HIRE""], [""HIRE""]]"
697	29	1	DSM	"[""NORTH""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""NORTH""], [""NORTH""], [""NORTH""], [""WEST""], [""SOUTH""]]"	"[[""SELL"", ""WOOL"", 2], [""HIRE""], [""HIRE""]]"
698	29	2	Majkel1337	"[""NORTH""]"	"[[""PLACE"", ""FERTILIZER"", 1], [""NORTH""], [""WEST""], [""EAST""], [""NORTH""], [""NORTH""], [""WEST""], [""SOUTH""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""TOMATO"", 18], [""SELL"", ""WHEAT"", 7]]"
